38,PROGRESS IN MATERIALS SCIENCE,"21,332",39.58,0.01887,Progress in materials science,,,,,,,,,
39,Cancer Discovery,"27,030",39.397,0.07246,Cancer discovery,,,,,,,,,
40,Nature Nanotechnology,"75,845",39.213,0.10679,Nature nanotechnology,,,,,,,,,
41,Nature Photonics,"52,833",38.771,0.0811,Nature photonics,,,,,,,,,
42,Energy & Environmental Science,"101,688",38.532,0.12908,Advances in mind-body medicine,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,Chemical reviews,Desalination,Deutsche medizinische Wochenschrift (1946),Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,Journal of synchrotron radiation,Pflugers Archiv fur die gesamte Physiologie des Menschen und der Tiere,"Sensors (Basel, Switzerland)"
43,NATURE GENETICS,"113,066",38.33,0.18681,Nature genetics,,,,,,,,,
44,Psychological Science in the Public Interest,"2,337",37.857,0.00351,Psychological science in the public interest : a journal of the American Psychological Society,,,,,,,,,
45,PHYSIOLOGICAL REVIEWS,"35,633",37.312,0.02338,Physiological reviews,,,,,,,,,
46,MATERIALS SCIENCE & ENGINEERING R-REPORTS,"8,652",36.214,0.00477,ACS combinatorial science,"Advanced materials (Deerfield Beach, Fla.)","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Dental materials journal,Integrative and comparative biology,Macromolecular rapid communications,Molecular informatics,Photochemistry and photobiology,Angewandte Chemie (International ed. in English),
47,NATURE REVIEWS NEUROSCIENCE,"49,897",34.87,0.04889,Nature reviews. Neuroscience,,,,,,,,,
48,Nature Reviews Chemistry,"5,750",34.035,0.01752,Nature reviews. Chemistry,,,,,,,,,
49,Nature Electronics,"4,455",33.686,0.01448,Nature electronics,,,,,,,,,
50,ANNALS OF ONCOLOGY,"61,542",32.976,0.11718,Annals of oncology : official journal of the European Society for Medical Oncology,,,,,,,,,
51,Nature Reviews Cardiology,"11,539",32.419,0.02299,Nature reviews. Cardiology,,,,,,,,,
52,Lancet Diabetes & Endocrinology,"14,024",32.069,0.04026,The lancet. Diabetes & endocrinology,"Lancet (London, England)",,,,,,,,
53,JAMA Oncology,"22,382",31.777,0.08043,JAMA oncology,,,,,,,,,
54,IMMUNITY,"70,517",31.745,0.12294,Immunity,,,,,,,,,
55,CANCER CELL,"50,839",31.743,0.08104,Cancer cell,,,,,,,,,
56,Nature Reviews Physics,"1,697",31.068,0.00577,Nature reviews. Physics,,,,,,,,,
57,Materials Today,"20,082",31.041,0.02245,Materials today. Communications,"Materials today (Kidlington, England)",Materials today. Bio,,,,,,,
58,ADVANCED MATERIALS,"320,972",30.849,0.43145,"Advanced materials (Deerfield Beach, Fla.)",,,,,,,,,
59,Lancet Respiratory Medicine,"22,278",30.7,0.04084,The Lancet. Respiratory medicine,,,,,,,,,
61,EUROPEAN HEART JOURNAL,"81,447",29.983,0.14106,European heart journal. Quality of care & clinical outcomes,,,,,,,,,
62,CIRCULATION,"190,210",29.69,0.20003,Circulation. Cardiovascular genetics,Circulation. Genomic and precision medicine,,,,,,,,
64,Advanced Energy Materials,"93,801",29.368,0.16949,Advanced energy materials,,,,,,,,,
65,PROGRESS IN POLYMER SCIENCE,"30,309",29.19,0.01506,Progress in polymer science,,,,,,,,,
67,NATURE CELL BIOLOGY,"52,554",28.824,0.07095,Nature cell biology,,,,,,,,,
68,NATURE METHODS,"90,805",28.547,0.19705,Nature methods,,,,,,,,,
69,Annual Review of Immunology,"20,292",28.527,0.01729,Annual review of immunology,,,,,,,,,
70,Nature Reviews Nephrology,"10,033",28.314,0.01984,Nature reviews. Nephrology,,,,,,,,,
71,Molecular Cancer,"24,931",27.401,0.03003,Molecular cancer,,,,,,,,,
72,Cell Metabolism,"52,192",27.287,0.091,Cell metabolism,,,,,,,,,
73,Lancet Psychiatry,"14,839",27.083,0.03624,The lancet. Psychiatry,,,,,,,,,
73,Lancet Psychiatry,"14,839",27.083,0.03624,The lancet. Psychiatry,,,,,,,,,
75,Lancet Global Health,"16,662",26.763,0.05165,Globalization and health,The Lancet. Global health,,,,,,,,
75,Lancet Global Health,"16,662",26.763,0.05165,Globalization and health,The Lancet. Global health,,,,,,,,
77,Annual Review of Plant Biology,"24,641",26.379,0.01308,Annual review of plant biology,,,,,,,,,
78,CLINICAL MICROBIOLOGY REVIEWS,"25,627",26.132,0.01721,Clinical microbiology reviews,,,,,,,,,
79,Journal of Extracellular Vesicles,"8,485",25.841,0.01182,Journal of extracellular vesicles,,,,,,,,,
80,Nature Biomedical Engineering,"6,476",25.671,0.02008,Nature biomedical engineering,,,,,,,,,
81,CELL RESEARCH,"24,108",25.617,0.0344,Cell research,,,,,,,,,
82,NATURE IMMUNOLOGY,"54,588",25.606,0.08049,Nature immunology,,,,,,,,,
84,PHARMACOLOGICAL REVIEWS,"14,442",25.468,0.00914,Pharmacological reviews,,,,,,,,,
86,ANNALS OF INTERNAL MEDICINE,"72,588",25.391,0.08203,Annals of internal medicine,,,,,,,,,
87,ADVANCES IN PHYSICS,"6,300",25.375,0.00334,Advances in physics,,,,,,,,,
89,Nature Climate Change,"36,321",25.29,0.07966,Nature climate change,,,,,,,,,
89,Nature Climate Change,"36,321",25.29,0.07966,Nature climate change,,,,,,,,,
92,Wiley Interdisciplinary Reviews-Computational Molecular Science,"7,883",25.113,0.00792,Wiley interdisciplinary reviews. Computational molecular science,,,,,,,,,
93,JOURNAL OF HEPATOLOGY,"52,238",25.083,0.07879,Journal of hepatology,,,,,,,,,
94,LANCET INFECTIOUS DISEASES,"42,483",25.071,0.07007,The Lancet. Infectious diseases,,,,,,,,,
95,NATURE NEUROSCIENCE,"73,709",24.884,0.12802,Nature neuroscience,,,,,,,,,
96,Cell Stem Cell,"32,147",24.633,0.06278,Cell stem cell,,,,,,,,,
97,Lancet Digital Health,"1,260",24.519,0.003,The Lancet. Digital health,,,,,,,,,
98,Nature Chemistry,"41,139",24.427,0.06942,Nature chemistry,,,,,,,,,
99,Annual Review of Psychology,"28,065",24.137,0.01897,Annual review of psychology,,,,,,,,,
99,Annual Review of Psychology,"28,065",24.137,0.01897,Annual review of psychology,,,,,,,,,
101,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"125,873",24.094,0.177,Journal of the American College of Cardiology,,,,,,,,,
102,Trends in Chemistry,"1,919",24.081,0.00469,Trends in chemistry,,,,,,,,,
103,Science Robotics,"4,176",23.748,0.01177,Science robotics,,,,,,,,,
104,Annual Review of Biochemistry,"24,394",23.643,0.02145,Annual review of biochemistry,,,,,,,,,
106,ACS Energy Letters,"30,194",23.101,0.07268,ACS energy letters,,,,,,,,,
107,GUT,"58,318",23.059,0.07226,Gut,,,,,,,,,
108,Chem,"12,491",22.804,0.03335,Chem,,,,,,,,,
109,GASTROENTEROLOGY,"94,870",22.682,0.10675,Bailliere's clinical gastroenterology,Clinical medicine insights. Gastroenterology,Minerva gastroenterology,,,,,,,
110,ACCOUNTS OF CHEMICAL RESEARCH,"82,124",22.384,0.09787,Accounts of chemical research,,,,,,,,,
111,COORDINATION CHEMISTRY REVIEWS,"43,025",22.315,0.04026,Coordination chemistry reviews,,,,,,,,,
112,BLOOD,"200,027",22.113,0.18725,Blood,,,,,,,,,
113,REVIEWS OF GEOPHYSICS,"14,864",22,0.01276,"Reviews of geophysics (Washington, D.C. : 1985)",,,,,,,,,
114,Annual Review of Public Health,"9,927",21.981,0.01356,Annual review of public health,,,,,,,,,
114,Annual Review of Public Health,"9,927",21.981,0.01356,Annual review of public health,,,,,,,,,
116,JAMA Internal Medicine,"25,002",21.873,0.07706,JAMA internal medicine,,,,,,,,,
117,Lancet Public Health,"5,793",21.648,0.01484,The Lancet. Public health,,,,,,,,,
117,Lancet Public Health,"5,793",21.648,0.01484,The Lancet. Public health,,,,,,,,,
119,JAMA Psychiatry,"19,105",21.596,0.05299,JAMA psychiatry,,,,,,,,,
119,JAMA Psychiatry,"19,105",21.596,0.05299,JAMA psychiatry,,,,,,,,,
121,Alzheimers & Dementia,"21,824",21.566,0.04594,The journal of prevention of Alzheimer's disease,Alzheimer's & dementia : the journal of the Alzheimer's Association,Journal of Alzheimer's disease : JAD,,,,,,,
122,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"76,608",21.405,0.08631,Critical care medicine,,,,,,,,,
124,Cell Host & Microbe,"28,716",21.023,0.06211,Cell reports,Current opinion in microbiology,European journal of cell biology,Microbiology spectrum,"Stem cells (Dayton, Ohio)",Wiley interdisciplinary reviews. RNA,Frontiers in cellular and infection microbiology,International journal of medical microbiology : IJMM,,
125,TRENDS IN CELL BIOLOGY,"19,007",20.808,0.03012,Trends in cell biology,,,,,,,,,
126,Nano Today,"10,434",20.722,0.01102,Nano today,,,,,,,,,
127,International Review of Sport and Exercise Psychology,"1,692",20.652,0.00183,International review of sport and exercise psychology,,,,,,,,,
128,Nature Reviews Rheumatology,"12,069",20.543,0.01862,Nature reviews. Rheumatology,,,,,,,,,
129,FUNGAL DIVERSITY,"5,535",20.372,0.00515,Fungal diversity,,,,,,,,,
130,TRENDS IN COGNITIVE SCIENCES,"33,482",20.229,0.03627,Trends in cognitive sciences,,,,,,,,,
130,TRENDS IN COGNITIVE SCIENCES,"33,482",20.229,0.03627,Trends in cognitive sciences,,,,,,,,,
133,Advances in Optics and Photonics,"3,117",20.107,0.00505,Advances in optics and photonics,,,,,,,,,
134,EUROPEAN UROLOGY,"42,109",20.096,0.06226,European urology,,,,,,,,,
135,Nature Physics,"44,499",20.034,0.09277,Nature physics,,,,,,,,,
136,ENDOCRINE REVIEWS,"17,082",19.871,0.01182,Endocrine reviews,,,,,,,,,
137,Annual Review of Entomology,"16,059",19.686,0.00764,Annual review of entomology,,,,,,,,,
139,TRENDS IN BIOTECHNOLOGY,"20,693",19.536,0.01817,Trends in biotechnology,,,,,,,,,
140,APPLIED CATALYSIS B-ENVIRONMENTAL,"123,618",19.503,0.12707,"Applied catalysis. B, Environmental",,,,,,,,,
141,Nature Sustainability,"4,664",19.346,0.01337,Nature sustainability,,,,,,,,,
141,Nature Sustainability,"4,664",19.346,0.01337,Nature sustainability,,,,,,,,,
143,Annual Review of Physiology,"11,515",19.318,0.00994,Annual review of physiology,,,,,,,,,
144,Lancet Planetary Health,"2,540",19.173,0.00859,The Lancet. Planetary health,,,,,,,,,
144,Lancet Planetary Health,"2,540",19.173,0.00859,The Lancet. Planetary health,,,,,,,,,
146,Applied Physics Reviews,"5,353",19.162,0.01123,Applied physics reviews,,,,,,,,,
147,DIABETES CARE,"85,997",19.112,0.0841,Diabetes care,,,,,,,,,
148,ANNALS OF THE RHEUMATIC DISEASES,"58,006",19.103,0.06443,Annals of the rheumatic diseases,,,,,,,,,
149,Lancet Haematology,"5,140",18.959,0.01502,The Lancet. Haematology,,,,,,,,,
150,ADVANCED FUNCTIONAL MATERIALS,"151,020",18.808,0.20645,Advanced functional materials,,,,,,,,,
151,Annual Review of Clinical Psychology,"8,484",18.561,0.00895,Annual review of clinical psychology,,,,,,,,,
151,Annual Review of Clinical Psychology,"8,484",18.561,0.00895,Annual review of clinical psychology,,,,,,,,,
153,Annual Review of Fluid Mechanics,"14,688",18.511,0.00895,Annual review of fluid mechanics,,,,,,,,,
154,DRUG RESISTANCE UPDATES,"4,315",18.5,0.00418,Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,,,,,,,,,
155,Lancet Gastroenterology & Hepatology,"7,075",18.486,0.01875,The lancet. Gastroenterology & hepatology,"Lancet (London, England)",,,,,,,,
156,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"9,303",18.464,0.00668,Health care financing review,,,,,,,,,
158,TRENDS IN PLANT SCIENCE,"29,531",18.313,0.02277,Trends in plant science,,,,,,,,,
159,JAMA Neurology,"17,086",18.302,0.04336,JAMA neurology,,,,,,,,,
160,Signal Transduction and Targeted Therapy,"3,848",18.187,0.00573,Signal transduction and targeted therapy,,,,,,,,,
163,MOLECULAR CELL,"86,299",17.97,0.16184,Molecular cell,,,,,,,,,
164,Science Translational Medicine,"45,509",17.956,0.10378,Science translational medicine,,,,,,,,,
165,Nano Energy,"74,385",17.881,0.12464,Nano energy,,,,,,,,,
167,Light-Science & Applications,"11,228",17.782,0.02578,ChemSusChem,European studies review,Journal of nanoscience and nanotechnology,Photomedicine and laser surgery,Scientific reports,Stomatologiia,"Light, science & applications",,,
168,Nature Microbiology,"15,714",17.745,0.05625,Nature microbiology,,,,,,,,,
169,PSYCHOLOGICAL BULLETIN,"66,720",17.737,0.02345,Psychological bulletin,,,,,,,,,
169,PSYCHOLOGICAL BULLETIN,"66,720",17.737,0.02345,Psychological bulletin,,,,,,,,,
171,Science Immunology,"5,232",17.727,0.0222,Science immunology,,,,,,,,,
173,PSYCHOTHERAPY AND PSYCHOSOMATICS,"6,123",17.659,0.00675,Psychosomatics,,,,,,,,,
173,PSYCHOTHERAPY AND PSYCHOSOMATICS,"6,123",17.659,0.00675,Psychosomatics,,,,,,,,,
176,INTENSIVE CARE MEDICINE,"33,510",17.44,0.04019,Medicina intensiva,,,,,,,,,
177,HEPATOLOGY,"78,043",17.425,0.08344,"Hepatology (Baltimore, Md.)",,,,,,,,,
178,Living Reviews in Solar Physics,"1,640",17.417,0.00267,Living reviews in solar physics,,,,,,,,,
179,Journal of Hematology & Oncology,"10,615",17.388,0.01836,Haematologica,,,,,,,,,
180,CIRCULATION RESEARCH,"65,425",17.367,0.0689,Circulation research,,,,,,,,,
181,National Science Review,"5,889",17.275,0.0114,National science review,,,,,,,,,
182,REPORTS ON PROGRESS IN PHYSICS,"20,866",17.264,0.02606,Reports on progress in physics. Physical Society (Great Britain),,,,,,,,,
183,NEURON,"111,115",17.173,0.17522,Neuron,,,,,,,,,
184,BASIC RESEARCH IN CARDIOLOGY,"5,629",17.165,0.00529,Archiv fur Kreislaufforschung,,,,,,,,,
185,ACTA NEUROPATHOLOGICA,"28,031",17.088,0.03697,Acta neuropathologica,,,,,,,,,
186,TRENDS IN MICROBIOLOGY,"17,553",17.079,0.02282,Trends in microbiology,,,,,,,,,
187,NUCLEIC ACIDS RESEARCH,"248,139",16.971,0.38707,Nucleic acids research. Supplement (2001),,,,,,,,,
188,Nature Geoscience,"31,641",16.908,0.05822,Nature geoscience,,,,,,,,,
189,Annual Review of Genetics,"9,053",16.83,0.00927,Annual review of genetics,,,,,,,,,
190,Advanced Science,"27,067",16.806,0.0543,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",,,,,,,,,
191,TRENDS IN IMMUNOLOGY,"16,915",16.687,0.02457,Trends in immunology,,,,,,,,,
194,Nano-Micro Letters,"5,972",16.419,0.00768,Nano-micro letters,,,,,,,,,
195,FEMS MICROBIOLOGY REVIEWS,"16,279",16.408,0.01299,FEMS microbiology reviews,,,,,,,,,
197,Annual Review of Materials Research,"9,204",16.286,0.0053,Annual review of materials research,,,,,,,,,
199,MOLECULAR BIOLOGY AND EVOLUTION,"61,557",16.24,0.08227,Evolution,Evolution; international journal of organic evolution,,,,,,,,
200,PROGRESS IN LIPID RESEARCH,"7,328",16.195,0.00453,Progress in lipid research,,,,,,,,,
201,JAMA Pediatrics,"14,720",16.193,0.04353,JAMA pediatrics,,,,,,,,,
202,Annual Review of Condensed Matter Physics,"4,103",16.109,0.00901,Annual review of condensed matter physics,,,,,,,,,
203,STUDIES IN MYCOLOGY,"4,285",16.097,0.0036,Studies in mycology,,,,,,,,,
204,Autophagy,"25,343",16.016,0.02797,Autophagy,,,,,,,,,
205,MOLECULAR PSYCHIATRY,"28,622",15.992,0.04622,Molecular psychiatry,,,,,,,,,
206,ACS Nano,"195,525",15.881,0.24742,ACS nano,,,,,,,,,
207,CELL DEATH AND DIFFERENTIATION,"27,701",15.828,0.02873,Differentiation; research in biological diversity,,,,,,,,,
208,Nature Plants,"9,424",15.793,0.03169,Nature plants,,,,,,,,,
209,Physical Review X,"22,327",15.762,0.07486,Physical review. X,,,,,,,,,
210,SEMINARS IN CANCER BIOLOGY,"11,552",15.707,0.01211,Seminars in cancer biology,,,,,,,,,
211,SYSTEMATIC BIOLOGY,"19,416",15.683,0.01917,Systematic biology,,,,,,,,,
212,HUMAN REPRODUCTION UPDATE,"12,334",15.61,0.01127,Human reproduction update,,,,,,,,,
213,Journal of Thoracic Oncology,"24,405",15.609,0.04278,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,,,,,,,,,
214,Matter,"2,357",15.589,0.00396,Matter,,,,,,,,,
216,EUROPEAN JOURNAL OF HEART FAILURE,"17,114",15.534,0.02774,European journal of heart failure,,,,,,,,,
217,Nature Machine Intelligence,"1,212",15.508,0.00321,Nature machine intelligence,,,,,,,,,
218,Annual Review of Microbiology,"12,031",15.5,0.00898,Annual review of microbiology,,,,,,,,,
219,ADVANCED DRUG DELIVERY REVIEWS,"43,769",15.47,0.0286,Advanced drug delivery reviews,,,,,,,,,
220,Nature Ecology & Evolution,"10,794",15.46,0.04199,Current biology : CB,Current opinion in psychology,Proceedings. Biological sciences,Science advances,Trends in ecology & evolution,Biological reviews of the Cambridge Philosophical Society,Nature,,,
221,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"609,263",15.419,0.52044,Journal of the American Chemical Society,,,,,,,,,
222,NATURE STRUCTURAL & MOLECULAR BIOLOGY,"32,038",15.369,0.05121,Additive manufacturing,"Biotechnology reports (Amsterdam, Netherlands)",Chemical research in toxicology,Inorganic chemistry,International journal of environmental research and public health,Journal of physics. Condensed matter : an Institute of Physics journal,Molecular biology and evolution,Nature chemistry,The journal of physical chemistry. B,Western journal of nursing research
223,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"410,750",15.336,0.48019,Angewandte Chemie (International ed. in English),,,,,,,,,
224,Energy & Environmental Materials,729,15.122,0.00111,Advances in mind-body medicine,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,Chemical reviews,Desalination,Deutsche medizinische Wochenschrift (1946),Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,Journal of synchrotron radiation,Pflugers Archiv fur die gesamte Physiologie des Menschen und der Tiere,"Sensors (Basel, Switzerland)"
225,Nature Chemical Biology,"27,428",15.04,0.04788,Nature chemical biology,,,,,,,,,
226,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"132,560",14.982,0.15072,Energy research & social science,Global change biology,Journal of rural studies,Microbial cell factories,The Science of the total environment,Environmental science and pollution research international,,,,
227,Nature Communications,"453,215",14.919,1.23854,Nature communications,,,,,,,,,
228,Protein & Cell,"5,352",14.87,0.0095,Advances in protein chemistry and structural biology,Annals of laboratory medicine,Archives of physiology and biochemistry,Blood,Journal of pharmaceutical sciences,Journal of proteome research,Journal of virology,Physiological reviews,Progress in hemostasis and thrombosis,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis
229,FORBES,"5,512",14.826,0.01804,Forbes,,,,,,,,,
230,TRENDS IN PHARMACOLOGICAL SCIENCES,"15,308",14.819,0.01488,Trends in pharmacological sciences,,,,,,,,,
231,JOURNAL OF CLINICAL INVESTIGATION,"132,296",14.808,0.11456,Clinical investigation,,,,,,,,,
232,JACC-Cardiovascular Imaging,"14,398",14.805,0.03219,JACC. Cardiovascular imaging,,,,,,,,,
233,JAMA Surgery,"12,793",14.766,0.03732,JAMA surgery,,,,,,,,,
234,JAMA Cardiology,"11,453",14.676,0.03615,JAMA cardiology,,,,,,,,,
235,Microbiome,"12,051",14.65,0.0303,Microbiome,,,,,,,,,
236,Bioactive Materials,"2,145",14.593,0.00273,Bioactive materials,,,,,,,,,
237,ACS Central Science,"11,097",14.553,0.03209,ACS central science,,,,,,,,,
238,Nature Astronomy,"5,524",14.437,0.01962,Nature astronomy,,,,,,,,,
239,Nature Reviews Urology,"5,267",14.432,0.00847,Nature reviews. Urology,,,,,,,,,
240,JOURNAL OF EXPERIMENTAL MEDICINE,"74,803",14.307,0.06228,BMC medicine,PLoS medicine,Medicine,,,,,,,
241,MOLECULAR ASPECTS OF MEDICINE,"8,136",14.235,0.00664,Molecular aspects of medicine,,,,,,,,,
242,BIOTECHNOLOGY ADVANCES,"23,792",14.227,0.017,Biotechnology advances,,,,,,,,,
243,Trends in Cancer,"4,237",14.226,0.01244,Trends in cancer,,,,,,,,,
245,Molecular Neurodegeneration,"6,772",14.195,0.01165,Molecular neurodegeneration,,,,,,,,,
246,Small Methods,"7,188",14.188,0.01428,Small methods,,,,,,,,,
247,Science Advances,"65,205",14.136,0.21864,Science advances,,,,,,,,,
248,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,"12,245",14.098,0.01167,International journal of information management,,,,,,,,,
249,Annual Review of Ecology Evolution and Systematics,"23,595",13.915,0.00889,"Annual review of ecology, evolution, and systematics",,,,,,,,,
250,Annual Review of Marine Science,"5,492",13.85,0.0072,Annual review of marine science,,,,,,,,,
251,TRENDS IN NEUROSCIENCES,"22,858",13.837,0.01947,Trends in neurosciences,,,,,,,,,
252,Annual Review of Cell and Developmental Biology,"11,884",13.827,0.0111,Annual review of cell and developmental biology,,,,,,,,,
253,Annual Review of Pharmacology and Toxicology,"9,016",13.82,0.00659,Annual review of pharmacology and toxicology,,,,,,,,,
254,TRENDS IN BIOCHEMICAL SCIENCES,"22,003",13.807,0.02576,Trends in biochemical sciences,,,,,,,,,
255,BRITISH JOURNAL OF SPORTS MEDICINE,"30,986",13.8,0.04095,British journal of sports medicine,,,,,,,,,
256,Journal for ImmunoTherapy of Cancer,"11,042",13.751,0.02883,Journal for immunotherapy of cancer,,,,,,,,,
257,Annual Review of Medicine,"7,553",13.739,0.0098,Annual review of medicine,,,,,,,,,
258,Nature Human Behaviour,"5,549",13.663,0.02312,Nature human behaviour,,,,,,,,,
258,Nature Human Behaviour,"5,549",13.663,0.02312,Nature human behaviour,,,,,,,,,
260,Annual Review of Food Science and Technology,"3,253",13.635,0.00329,Annual review of food science and technology,,,,,,,,,
261,GENOME BIOLOGY,"54,758",13.583,0.09899,Genome biology,,,,,,,,,
262,Bone Research,"2,665",13.567,0.00441,Bone research,,,,,,,,,
263,Nature Metabolism,"1,658",13.511,0.00511,Nature metabolism,,,,,,,,,
265,BRAIN,"64,627",13.501,0.06155,Brain : a journal of neurology,,,,,,,,,
266,Nature Protocols,"50,846",13.491,0.05823,Nature protocols,,,,,,,,,
269,NATURAL PRODUCT REPORTS,"13,293",13.423,0.01116,Natural product reports,,,,,,,,,
271,BIOLOGICAL PSYCHIATRY,"50,155",13.382,0.04554,Biological psychiatry. Cognitive neuroscience and neuroimaging,,,,,,,,,
272,Polymer Reviews,"2,958",13.282,0.00208,"Polymer reviews (Philadelphia, Pa.)",,,,,,,,,
273,Small,"77,926",13.281,0.1056,"Small (Weinheim an der Bergstrasse, Germany)",,,,,,,,,
274,CHEMICAL ENGINEERING JOURNAL,"180,395",13.273,0.16662,"Chemical engineering journal (Lausanne, Switzerland : 1996)",,,,,,,,,
275,Materials Horizons,"10,285",13.266,0.01797,Materials horizons,,,,,,,,,
276,Molecular Plant,"15,778",13.164,0.02686,Molecular plant,,,,,,,,,
277,ALLERGY,"25,131",13.146,0.0233,Arerugi = [Allergy],,,,,,,,,
278,Laser & Photonics Reviews,"9,217",13.138,0.01297,Archivos espanoles de urologia,BJOG : an international journal of obstetrics and gynaecology,Cutis,Facial plastic surgery : FPS,International journal of dermatology,JAMA dermatology,Journal of cosmetic and laser therapy : official publication of the European Society for Laser Dermatology,Lasers in surgery and medicine,Lasers in medical science,
279,ACS Catalysis,"92,236",13.084,0.16675,ACS catalysis,,,,,,,,,
280,Annual Review of Phytopathology,"10,431",13.078,0.00654,Annual review of phytopathology,,,,,,,,,
281,Advances in Nano Research,"1,164",13.052,0.00107,Advances in nano research,,,,,,,,,
282,JOURNAL OF PINEAL RESEARCH,"12,492",13.007,0.00817,Journal of pineal research,,,,,,,,,
283,IMMUNOLOGICAL REVIEWS,"19,337",12.988,0.02438,Immunological reviews,,,,,,,,,
