504,ANGIOGENESIS,"4,305",,9.596,0.004140,Angiogenesis
506,Annual Review of Biomedical Engineering,"5,462",,9.590,0.004420,Annual review of biomedical engineering
507,DRUGS,"15,479",,9.546,0.015960,Drugs
511,DESALINATION,"53,052",,9.501,0.024980,Desalination
516,JOURNAL OF CLINICAL ANESTHESIA,"5,577",,9.452,0.007420,Journal of clinical anesthesia
517,Science China-Chemistry,"7,694",,9.445,0.009810,Science China. Chemistry
522,BULLETIN OF THE WORLD HEALTH ORGANIZATION,"19,297",,9.408,0.015980,Bulletin of the World Health Organization
526,CARBOHYDRATE POLYMERS,"104,569",,9.381,0.067560,Carbohydrate polymers
532,SCHIZOPHRENIA BULLETIN,"21,642",,9.306,0.023290,Schizophrenia bulletin
535,BRITISH JOURNAL OF DERMATOLOGY,"36,064",,9.302,0.030970,BMC dermatology,"Dermatology (Basel, Switzerland)"
540,Journal of Innovation & Knowledge,745,,9.269,0.001000,Israel journal of health policy research,Journal of cardiovascular electrophysiology,Journal of clinical psychopharmacology,Journal of neurosurgery,Nursing administration quarterly,Proceedings. Biological sciences,The Behavioral and brain sciences,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,Trends in cognitive sciences,"Vascular medicine (London, England)"
547,Cellular and Molecular Gastroenterology and Hepatology,"2,904",,9.225,0.008980,Cellular and molecular gastroenterology and hepatology
548,Obesity Reviews,"16,547",,9.213,0.021170,Obesity reviews : an official journal of the International Association for the Study of Obesity
560,Comprehensive Physiology,"6,720",,9.090,0.008250,Comprehensive Physiology
562,CLINICAL INFECTIOUS DISEASES,"89,276",,9.079,0.113210,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
564,Current Climate Change Reports,"1,417",,9.077,0.005980,Current climate change reports
565,Journal of Crohns & Colitis,"11,864",,9.071,0.023080,Expert review of gastroenterology & hepatology,Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",Journal of Crohn's & colitis
566,Topics in Current Chemistry,"6,853",,9.060,0.006840,Topics in current chemistry,Topics in current chemistry (Cham)
574,ANNALS OF TOURISM RESEARCH,"19,981",,9.011,0.007480,Annals of tourism research
576,JOURNAL OF INTERNAL MEDICINE,"13,801",,8.989,0.011960,Journal of internal medicine
578,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,"25,273",,8.982,0.021190,BMC psychiatry,The lancet. Psychiatry
588,Annual Review of Animal Biosciences,"1,470",,8.923,0.003280,Annual review of animal biosciences
590,Molecular Therapy-Nucleic Acids,"8,812",,8.886,0.014970,Molecular therapy. Nucleic acids
599,CURRENT OPINION IN CHEMICAL BIOLOGY,"12,240",,8.822,0.014190,Current opinion in chemical biology
602,LONG RANGE PLANNING,"7,522",,8.802,0.004600,Long range planning
606,JOURNAL OF MEMBRANE SCIENCE,"87,097",,8.742,0.048510,Journal of membrane science
610,EXPERIMENTAL AND MOLECULAR MEDICINE,"8,780",,8.718,0.013260,"Molecular medicine (Cambridge, Mass.)"
617,COMMUNICATION MONOGRAPHS,"4,275",,8.667,0.003280,Communication monographs
621,npj Parkinsons Disease,"1,093",,8.651,0.003040,NPJ Parkinson's disease
626,npj Climate and Atmospheric Science,887,,8.624,0.003310,NPJ climate and atmospheric science
632,BIOSCIENCE,"22,560",,8.589,0.012470,Bioscience
634,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,"30,233",,8.568,0.021290,International journal of production research
642,JOURNAL OF TRAVEL MEDICINE,"5,260",,8.490,0.004900,Journal of travel medicine
649,JOURNAL OF BIOMEDICAL SCIENCE,"6,621",,8.410,0.007330,Journal of biomedical science
650,ANTIOXIDANTS & REDOX SIGNALING,"26,971",,8.401,0.016700,Annual review of food science and technology,Chemistry and physics of lipids,Critical reviews in food science and nutrition,Current atherosclerosis reports,Current drug targets,Nihon rinsho. Japanese journal of clinical medicine,Orvosi hetilap,Oxidative medicine and cellular longevity,"Plant foods for human nutrition (Dordrecht, Netherlands)",Vitamins and hormones
654,CLINICAL CHEMISTRY,"31,189",,8.327,0.017900,Clinical chemistry
655,Journal of Neuroinflammation,"19,657",,8.322,0.027070,Journal of neuroinflammation
662,Materials Today Chemistry,"1,760",,8.301,0.002570,Materials today. Chemistry
664,Science China-Materials,"4,535",,8.273,0.006100,Science China materials
667,npj Precision Oncology,931,,8.254,0.002500,NPJ precision oncology
675,ACTA MATERIALIA,"96,608",,8.203,0.083140,Acta materialia
677,PROGRESS IN CARDIOVASCULAR DISEASES,"5,799",,8.194,0.006870,Progress in cardiovascular diseases
678,Science Signaling,"15,954",,8.192,0.023910,Science signaling
682,Therapeutic Advances in Medical Oncology,"3,021",,8.168,0.005350,Therapeutic advances in medical oncology
694,OncoImmunology,"14,987",,8.110,0.030230,Oncoimmunology
700,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,"6,886",,8.090,0.005870,"Advanced materials (Deerfield Beach, Fla.)"
702,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,"18,719",,8.089,0.028140,"Transportation research. Part C, Emerging technologies"
705,ENVIRONMENTAL POLLUTION,"84,491",,8.071,0.079820,"Environmental pollution (Barking, Essex : 1987)"
710,Annual Review of Sociology,"15,460",,8.055,0.009230,Annual review of sociology
713,KNOWLEDGE-BASED SYSTEMS,"22,261",,8.038,0.027940,Knowledge-based systems
718,Essays in Biochemistry,"3,629",,8.000,0.006450,Essays in biochemistry
723,MATERIALS & DESIGN,"71,936",,7.991,0.069830,"Advanced materials (Deerfield Beach, Fla.)",Current opinion in dentistry,Dental update,Frontiers in chemistry,Journal of prosthodontics : official journal of the American College of Prosthodontists,Nanoscale,Scandinavian journal of clinical and laboratory investigation,"Materials (Basel, Switzerland)"
730,CURRENT OPINION IN MICROBIOLOGY,"12,498",,7.934,0.016760,Current opinion in microbiology
733,STROKE,"78,912",,7.914,0.068320,Stroke
735,JOURNAL OF ECONOMIC PERSPECTIVES,"17,361",,7.901,0.025580,The journal of economic perspectives : a journal of the American Economic Association
738,Communication Methods and Measures,"1,507",,7.882,0.002380,Communication methods and measures
743,POLITICAL COMMUNICATION,"3,692",,7.859,0.006450,Political communication
749,MODERN PATHOLOGY,"18,699",,7.842,0.021190,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc"
752,CURRENT OPINION IN PLANT BIOLOGY,"17,488",,7.834,0.017910,Current opinion in plant biology
757,Acta Neuropathologica Communications,"6,580",,7.801,0.016320,Acta neuropathologica communications
760,CLINICAL NUCLEAR MEDICINE,"6,344",,7.794,0.006990,Clinical nuclear medicine
761,Circulation-Cardiovascular Imaging,"7,640",,7.792,0.015510,Circulation. Cardiovascular imaging
770,PSYCHOLOGICAL MEDICINE,"34,876",,7.723,0.038850,Psychological medicine
774,AUTOMATION IN CONSTRUCTION,"16,738",,7.700,0.013090,Automation in construction
779,Fluids and Barriers of the CNS,"1,956",,7.662,0.002170,Fluids and barriers of the CNS
783,Acta Crystallographica Section D-Structural Biology,"23,670",,7.652,0.020190,"Acta crystallographica. Section D, Structural biology"
786,COMPUTERS IN INDUSTRY,"6,018",,7.635,0.005840,Computers in industry
787,CRITICAL REVIEWS IN MICROBIOLOGY,"4,027",,7.624,0.004610,Critical reviews in microbiology
788,Neurotherapeutics,"6,764",,7.620,0.009400,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics
797,RHEUMATOLOGY,"26,132",,7.580,0.028910,BMC rheumatology,The Lancet. Rheumatology
801,Reviews of Environmental Contamination and Toxicology,"2,741",,7.563,0.000820,Reviews of environmental contamination and toxicology
802,Frontiers in Immunology,"84,852",,7.561,0.182280,Frontiers in immunology
807,TOBACCO CONTROL,"10,279",,7.552,0.015380,Tobacco control
807,TOBACCO CONTROL,"10,279",,7.552,0.015380,Tobacco control
814,JOURNAL OF GASTROENTEROLOGY,"9,578",,7.527,0.010170,Journal of gastroenterology
816,FOOD CHEMISTRY,"156,884",,7.514,0.100290,Food chemistry
829,JOURNAL OF MEDICINAL CHEMISTRY,"85,946",,7.446,0.056730,Journal of medicinal chemistry
830,NEUROPSYCHOLOGY REVIEW,"3,941",,7.444,0.003460,Neuropsychology review
833,BMC BIOLOGY,"8,577",,7.431,0.015750,BMC biology
837,Molecular Metabolism,"6,676",,7.422,0.016390,Molecular metabolism
844,JAMA Ophthalmology,"8,730",,7.389,0.021490,JAMA ophthalmology
847,Wiley Interdisciplinary Reviews-Climate Change,"5,062",,7.385,0.008360,Wiley interdisciplinary reviews. Climate change
847,npj Quantum Information,"2,561",,7.385,0.009680,NPJ quantum information
852,Current Neuropharmacology,"6,080",,7.363,0.007730,Current neuropharmacology
857,npj Vaccines,"1,342",,7.344,0.003850,NPJ vaccines
858,JOURNAL OF EUROPEAN PUBLIC POLICY,"6,982",,7.339,0.011410,Journal of European public policy
859,Advances in Geophysics,701,,7.333,0.000220,Advances in biophysics
860,IEEE Transactions on Dependable and Secure Computing,"3,638",,7.329,0.005270,IEEE transactions on dependable and secure computing
863,Implementation Science,"14,750",,7.327,0.020010,Implementation science : IS
865,CLINICAL NUTRITION,"20,235",,7.324,0.021830,Human nutrition. Clinical nutrition,"Clinical nutrition (Edinburgh, Scotland)"
879,Computational and Structural Biotechnology Journal,"3,620",,7.271,0.006770,Computational and structural biotechnology journal
883,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,"1,770",,7.250,0.002330,Wiley interdisciplinary reviews. Data mining and knowledge discovery
883,Journal of Occupational Health Psychology,"7,085",,7.250,0.007150,Journal of occupational health psychology
887,FISH AND FISHERIES,"6,316",,7.218,0.008210,Fisheries
910,WASTE MANAGEMENT,"41,731",,7.145,0.033040,"Waste management (New York, N.Y.)"
916,Cell and Bioscience,"3,184",,7.133,0.004320,Cell & bioscience
918,Review of Managerial Science,"1,406",,7.127,0.001590,"Science (New York, N.Y.)"
925,Journal of Ambient Intelligence and Humanized Computing,"6,280",,7.104,0.004210,Journal of ambient intelligence and humanized computing
926,2D Materials,"9,244",,7.103,0.022420,2d materials
930,Current Opinion in Virology,"5,410",,7.090,0.011530,Current opinion in virology
932,CHEMOSPHERE,"127,067",,7.086,0.097900,Chemosphere
949,PSYCHOLOGICAL SCIENCE,"40,033",,7.029,0.034290,Psychological science
953,Translational Research,"5,766",,7.012,0.007980,Translational research : the journal of laboratory and clinical medicine
957,BRITISH JOURNAL OF HAEMATOLOGY,"31,000",,6.998,0.030030,British journal of haematology
960,REVIEWS IN MEDICAL VIROLOGY,"3,385",,6.989,0.003270,Reviews in medical virology
965,ANALYTICAL CHEMISTRY,"156,738",,6.986,0.128720,Fresenius' journal of analytical chemistry
966,Current Opinion in Environmental Sustainability,"6,722",,6.984,0.008980,Current opinion in environmental sustainability
967,Alzheimers Research & Therapy,"5,593",,6.982,0.011680,Advances in experimental medicine and biology,Alzheimer's & dementia : the journal of the Alzheimer's Association,Alzheimer's research & therapy,Brain and nerve = Shinkei kenkyu no shinpo,International journal of medical informatics,Neuroscience bulletin,Journal of Alzheimer's disease : JAD
974,PAIN,"45,325",,6.961,0.031030,Pain
979,Journal of Destination Marketing & Management,"2,955",,6.952,0.003380,Forensic science international,Handbook of experimental pharmacology,"Health economics, policy, and law",Hong Kong medical journal = Xianggang yi xue za zhi,Journal of homosexuality,"Problemy sotsial'noi gigieny, zdravookhraneniia i istorii meditsiny",Risk analysis : an official publication of the Society for Risk Analysis,Sultan Qaboos University medical journal,International journal of environmental research and public health
984,SOCIOLOGICAL METHODS & RESEARCH,"7,176",,6.933,0.005270,Australian journal of primary health,Global public health,International journal of technology assessment in health care,Journal of advanced nursing,Journal of clinical epidemiology,Medical education,Periodontology 2000,"Problemy sotsial'noi gigieny, zdravookhraneniia i istorii meditsiny","Psychiatric services (Washington, D.C.)",Public health
992,Advances in Physics-X,"1,074",,6.917,0.003180,Advances in physics: X
996,ACS Macro Letters,"13,599",,6.903,0.020460,ACS macro letters
999,ACADEMIC MEDICINE,"22,828",,6.893,0.027600,Academic medicine : journal of the Association of American Medical Colleges
1000,Epidemiology and Psychiatric Sciences,"2,571",,6.892,0.005580,Epidemiology and psychiatric sciences
1002,EMERGING INFECTIOUS DISEASES,"44,051",,6.883,0.049780,Emerging infectious diseases
1003,CLINICAL PHARMACOLOGY & THERAPEUTICS,"21,511",,6.875,0.018360,BMJ (Clinical research ed.),Basic & clinical pharmacology & toxicology,CPT: pharmacometrics & systems pharmacology,Indian journal of pharmacology,Clinical therapeutics,Clinical pharmacology and therapeutics
1017,Annals of the American Thoracic Society,"9,131",,6.831,0.028830,Annals of the American Thoracic Society
1023,CELL CALCIUM,"6,842",,6.817,0.006250,Cell calcium
1024,International Review of Cell and Molecular Biology,"3,057",,6.813,0.004320,International review of cell and molecular biology
1025,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,"16,454",,6.811,0.015610,Current directions in psychological science
1026,CURRENT OPINION IN STRUCTURAL BIOLOGY,"12,448",,6.809,0.018970,Current opinion in structural biology
1036,Internet Research,"4,299",,6.773,0.003540,"Research (Washington, D.C.)"
1036,Internet Research,"4,299",,6.773,0.003540,"Research (Washington, D.C.)"
1041,Journal of Behavioral Addictions,"4,024",,6.756,0.008100,Journal of behavioral addictions
1046,BIPOLAR DISORDERS,"6,185",,6.744,0.007510,Bipolar disorders
1048,Qualitative Research in Sport Exercise and Health,"1,609",,6.736,0.002290,"Qualitative research in sport, exercise and health"
1057,APPLIED SURFACE SCIENCE,"144,633",,6.707,0.134250,Applied surface science
1062,Blood Advances,"8,118",,6.686,0.027170,Blood advances
1063,Frontiers in Cell and Developmental Biology,"7,731",,6.684,0.015420,Frontiers in cell and developmental biology
1072,IEEE TRANSACTIONS ON POWER SYSTEMS,"47,533",,6.663,0.056010,IEEE transactions on power systems : a publication of the Power Engineering Society
1077,Cancers,"28,128",,6.639,0.039860,Cancers
1082,European Heart Journal-Cardiovascular Pharmacotherapy,919,,6.617,0.002480,European heart journal. Cardiovascular pharmacotherapy
1087,Molecular Oncology,"8,378",,6.603,0.012250,Molecular oncology
1088,Cells,"18,802",,6.600,0.026970,Cells
1097,Landslides,"8,855",,6.578,0.008900,Landslides
1099,Sport Management Review,"3,265",,6.577,0.002610,Management review
1099,DIABETES OBESITY & METABOLISM,"14,328",,6.577,0.025640,Biochimica et biophysica acta. Molecular basis of disease,Circulation research,Current diabetes reports,"Current opinion in endocrinology, diabetes, and obesity",Diabetic medicine : a journal of the British Diabetic Association,Endocrinology and metabolism clinics of North America,Life sciences,Pediatric diabetes,Praxis,Soins; la revue de reference infirmiere
1109,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,"8,115",,6.565,0.013380,Climacteric : the journal of the International Menopause Society,Gaceta medica de Mexico,Health marketing quarterly,Indian journal of medical ethics,"Journal of psychopharmacology (Oxford, England)",Journal of the National Medical Association,Nature,Notes and records of the Royal Society of London,The Journal of clinical investigation,The New England journal of medicine
1109,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,"8,115",,6.565,0.013380,Climacteric : the journal of the International Menopause Society,Gaceta medica de Mexico,Health marketing quarterly,Indian journal of medical ethics,"Journal of psychopharmacology (Oxford, England)",Journal of the National Medical Association,Nature,Notes and records of the Royal Society of London,The Journal of clinical investigation,The New England journal of medicine
1114,Clinical Epigenetics,"5,526",,6.551,0.011550,Clinical epigenetics
1123,EuroIntervention,"7,160",,6.534,0.014970,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
1126,JOURNAL OF APPLIED ECOLOGY,"25,439",,6.528,0.021590,Ying yong sheng tai xue bao = The journal of applied ecology
1129,GigaScience,"5,876",,6.524,0.018630,GigaScience
1130,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,"3,319",,6.514,0.003920,Best practice & research. Clinical obstetrics & gynaecology,Clinics in liver disease,Endokrynologia Polska,Journal of endocrinological investigation,Nature reviews. Endocrinology,Nature reviews. Nephrology,Pakistan journal of pharmaceutical sciences,Progress in molecular biology and translational science,The Journal of clinical endocrinology and metabolism,The Journal of pathology
1139,mSystems,"4,438",,6.496,0.013410,mSystems
1144,FOOD RESEARCH INTERNATIONAL,"44,718",,6.475,0.031080,"Food research international (Ottawa, Ont.)"
1146,Emotion Review,"3,305",,6.469,0.005090,Emotion review : journal of the International Society for Research on Emotion
1150,JOURNAL OF PEASANT STUDIES,"5,620",,6.461,0.007430,Peasant studies
